Id. Interno;Act;Syn;Código;Descripción;Medida;U. Venta;Color;I.V.A.;Non.;Prec. Final;Cal.;MxC ;Agr.;Cod.Art.Prov;Grupo;Línea;Marca;Coleccion;Proveedor;U. Compra;P. Lista;Costo Fin;Pei;Emb.;CxPall.;MxPall.;Cod. Barra;Observacion
1184901;1;;7610           ;Abside Malbec;;Generica;;IVA 21%;$   ;180,00;;0,000;;;Vino Tinto;Malbec;;;Compinches Servicios Comerciales S.A. - Innova Distribuidora ;;0,000;65,000;;;0;0,000;;;
10821;1;;10821          ;Absolut Frutilla;;Generica;;IVA 21%;$   ;1,00;;0,000;;;Vino Tinto;Tinto;;;Loydis S.A. - Loydis S.A. ;;118,000;0,000;;;0;0,000;;;
2047501;1;;11312          ;Absurdo Blend;;Generica;;IVA 21%;$   ;8.900,00;;0,000;;;Vino Tinto;Blend;;Vinos;Conquest Wines S.A.S - Absurdo Wines ;;1250,000;2100,000;;;0;0,000;;;
2047401;1;;11311          ;Absurdo Cabernet Franc;;Generica;;IVA 21%;$   ;8.900,00;;0,000;;;Vino Tinto;Cabernet Franc;;Vinos;Conquest Wines S.A.S - Absurdo Wines ;;1250,000;2100,000;;;0;0,000;;;
2047301;1;;11310          ;Absurdo Malbec;;Generica;;IVA 21%;$   ;8.900,00;;0,000;;;Vino Tinto;Malbec;;Vinos;Conquest Wines S.A.S - Absurdo Wines ;;1033,058;2100,000;;;0;0,000;;;
1093901;1;;20             ;Aceituna Rellenas;;Generica;;IVA 21%;$   ;220,00;;0,000;;;Generico;Generico;;;Familia Grande S.R.L. - Almacen de Sabores ;;25,000;140,000;;;0;0,000;;;
2011301;1;;AGUA1          ;Acqua Panna Sin Gas 1000 Ml (Pet) ;;Generica;;IVA 21%;$   ;3.120,00;;0,000;;;Generico;Generico;;;Ley Seca S.A. - LEY SECA S.A. ;;0,000;800,000;;;0;0,000;;;
2011601;1;;AGUA4          ;Acqua Panna Sin Gas 250 Ml (Vidrio);;Generica;;IVA 21%;$   ;1.710,00;;0,000;;;Generico;Generico;;;Ley Seca S.A. - LEY SECA S.A. ;;0,000;500,000;;;0;0,000;;;
2011701;1;;AGUA5          ;Acqua Panna Sin Gas 500 Ml (Pet);;Generica;;IVA 21%;$   ;1.580,01;;0,000;;;Generico;Generico;;;Ley Seca S.A. - LEY SECA S.A. ;;0,000;450,000;;;0;0,000;;;
2011501;1;;AGUA3          ;Acqua Panna Sin Gas 505 Ml (Vidrio);;Generica;;IVA 21%;$   ;1.960,01;;0,000;;;Generico;Generico;;;Ley Seca S.A. - LEY SECA S.A. ;;340,337;550,000;;;0;0,000;;;
2011401;1;;AGUA2          ;Acqua Panna Sin Gas 750 Ml (Vidrio);;Generica;;IVA 21%;$   ;2.790,01;;0,000;;;Generico;Generico;;;Ley Seca S.A. - LEY SECA S.A. ;;0,000;800,000;;;0;0,000;;;
1252401;1;;4947           ;Adrian Rio Single Malbec;;Generica;;IVA 21%;$   ;365,00;;0,000;;;Vino Tinto;Malbec;;;;;0,000;183,000;;;0;0,000;;;
2043201;1;;MR003          ;Aduentus Cabernet Franc Antigal;;Generica;;IVA 21%;$   ;27.800,00;;0,000;;;Vino Tinto;Cabernet Franc;;;Alto Valor S.A - Mercados Regionales ;;3223,140;1950,000;;;0;0,000;;;
2079101;1;;MR007          ;Aduentus Clasic Blend Antigal;;Generica;;IVA 21%;$   ;27.800,00;;0,000;;;Vino Tinto;Blend;;Vinos;;;0,000;0,000;;;0;0,000;;;
2079201;1;;MR008          ;Aduentus Mediterraneo Antigal;;Generica;;IVA 21%;$   ;27.800,00;;0,000;;;Vino Tinto;Blend;;Vinos;;;0,000;0,000;;;0;0,000;;;
1264001;1;;9515           ;Aequus Nocte Blanc Cabernet Sauvignon;;Generica;;IVA 21%;$   ;265,00;;0,000;;;Vino Blanco;Blend;;;Carlos Barroca - ;;159,000;159,000;;;0;0,000;;;
2029701;1;;10259          ;Agua Tonica Acantilados 473cc;;Generica;;IVA 21%;$   ;1.600,00;;0,000;;;Bebidas Sin Alcohol;Agua Tonica;;;Bouchee Bebidas S.R.L. - Bouchee ;;144,630;250,000;;;0;0,000;;;
1605;1;;1605           ;Alambrado Cabernet Sauvignon;;Generica;;IVA 21%;$   ;3.400,00;;0,000;;;Vino Tinto;Cabernet Sauvignon;;;La Agrícola S.A. - Famlia Zuccardi  ;;1545,455;0,000;;;0;0,000;;;
1604;1;;1604           ;Alambrado Extra Brut;;Generica;;IVA 21%;$   ;60,00;;0,000;;;Vino Espumoso;Extra Brut;;;La Agrícola S.A. - Famlia Zuccardi  ;;0,000;0,000;;;0;0,000;;;
1606;1;;1606           ;Alambrado Malbec;;Generica;;IVA 21%;$   ;3.400,00;;0,000;;;Vino Tinto;Malbec;;;La Agrícola S.A. - Famlia Zuccardi  ;;1545,455;0,000;;;0;0,000;;;
1256701;1;;158            ;Alandes Brut Nature;;Generica;;IVA 21%;$   ;850,00;;0,000;;;Vino Espumoso;Extra Brut;;;CANTINE S.R.L. - Altair S.A. ;;347,107;425,000;;;0;0,000;;;
1301301;1;;143            ;Alandes Cabernet Franc;;Generica;;IVA 21%;$   ;2.200,00;;0,000;;;Vino Tinto;Cabernet Franc;;;CANTINE S.R.L. - Altair S.A. ;;0,000;1100,000;;;0;0,000;;;
1256801;1;;154            ;Alandes Malbec;;Generica;;IVA 21%;$   ;1.200,01;;0,000;;;Vino Tinto;Malbec;;;CANTINE S.R.L. - Altair S.A. ;;0,000;600,000;;;0;0,000;;;
1273901;1;;153            ;Alandes Paradoux Blanco ;;Generica;;IVA 21%;$   ;1.700,00;;0,000;;;Vino Blanco;Blend;;;CANTINE S.R.L. - Altair S.A. ;;421,488;850,000;;;0;0,000;;;
1264101;1;;9601           ;Albaflor Blend;;Generica;;IVA 21%;$   ;380,00;;0,000;;;Vino Tinto;Blend;;;;;0,000;190,000;;;0;0,000;;;
1264301;1;;9603           ;Albaflor Cabernet Sauvignon;;Generica;;IVA 21%;$   ;280,01;;0,000;;;Vino Tinto;Cabernet Sauvignon;;;;;0,000;140,000;;;0;0,000;;;
1264201;1;;9602           ;Albaflor Malbec;;Generica;;IVA 21%;$   ;280,01;;0,000;;;Vino Tinto;Malbec;;;;;0,000;140,000;;;0;0,000;;;
1264401;1;;9604           ;Albaflor Sauvignon Blanc;;Generica;;IVA 21%;$   ;280,01;;0,000;;;Vino Blanco;Sauvignon Blanc;;;;;0,000;140,000;;;0;0,000;;;
1184801;1;;7606           ;Aldebarán Cabernet Sauvignon;;Generica;;IVA 21%;$   ;160,00;;0,000;;;Vino Tinto;Cabernet Sauvignon;;;Compinches Servicios Comerciales S.A. - Innova Distribuidora ;;0,000;87,000;;;0;0,000;;;
1184701;1;;7605           ;Aldebarán Malbec ;;Generica;;IVA 21%;$   ;280,01;;0,000;;;Vino Tinto;Malbec;;;Compinches Servicios Comerciales S.A. - Innova Distribuidora ;;0,000;103,000;;;0;0,000;;;
1141101;1;;86             ;Alfajor El Condor;;Generica;;IVA 21%;$   ;20,00;;0,000;;;Generico;Generico;;;;;0,000;14,000;;;0;0,000;;;
2053101;1;;3967           ;Alma Austral Assamblage;;Generica;;IVA 21%;$   ;7.900,01;;0,000;;;Vino Tinto;Blend;;;;;0,000;3163,000;;;0;0,000;;;
2053201;1;;3968           ;Alma Austral Barrel Malbec;;Generica;;IVA 21%;$   ;7.900,01;;0,000;;;Vino Tinto;Malbec;;;;;0,000;3160,000;;;0;0,000;;;
2053301;1;;3969           ;Alma Austral Barrel Pinot Noir;;Generica;;IVA 21%;$   ;7.900,01;;0,000;;;Vino Tinto;Pinot Noir;;;;;0,000;3160,000;;;0;0,000;;;
2406;1;;2406           ;Alma Mora Estuche X 2;;Generica;;IVA 21%;$   ;80,01;;0,000;;;Vino Estuche;Estuche Vino;;;Grupo Peñaflor S.A. - Finca Las Moras ;;0,000;0,000;;;0;0,000;;;
1287301;1;;1330           ;Alma Negra Blanco;;Generica;;IVA 21%;$   ;12.000,01;;0,000;;;Vino Blanco;Blend;;;Nakbe S.A. - Ernesto Catena ;;0,000;3500,000;;;0;0,000;;;
1254901;1;;1324           ;Alma Negra Sparkling Rose;;Generica;;IVA 21%;$   ;4.425,01;;0,000;;;Vino Espumoso;Extra Brut;;;Nakbe S.A. - Ernesto Catena ;;0,000;2215,000;;;0;0,000;;;
1273801;1;;ALM            ;Almuerzos ;;Generica;;IVA 21%;$   ;0,00;;0,000;;;Generico;Generico;;;;;0,000;0,000;;;0;0,000;;;
1273701;1;;185            ;Alpataco Extra Brut;;Generica;;IVA 21%;$   ;380,00;;0,000;;;Vino Espumoso;Extra Brut;;;CANTINE S.R.L. - Altair S.A. ;;188,430;190,000;;;0;0,000;;;
1273601;1;;180            ;Alpataco Malbec;;Generica;;IVA 21%;$   ;310,00;;0,000;;;Vino Tinto;Malbec;;;CANTINE S.R.L. - Altair S.A. ;;76,859;155,000;;;0;0,000;;;
2035301;1;;183            ;Alpataco Pinot Noir;;Generica;;IVA 21%;$   ;1.850,01;;0,000;;;Vino Tinto;Pinot Noir;;;CANTINE S.R.L. - Altair S.A. ;;0,000;925,000;;;0;0,000;;;
2035201;1;;182            ;Alpataco Pinot Noir Rosé;;Generica;;IVA 21%;$   ;1.850,01;;0,000;;;Vino Rosado;Pinot Noir;;;CANTINE S.R.L. - Altair S.A. ;;0,000;925,000;;;0;0,000;;;
2035101;1;;181            ;Alpataco Reserve Merlot;;Generica;;IVA 21%;$   ;3.100,00;;0,000;;;Vino Tinto;Tinto;;;CANTINE S.R.L. - Altair S.A. ;;0,000;1550,000;;;0;0,000;;;
2077301;1;;ALPH0099       ;Alphamana Astral;;Generica;;IVA 21%;$   ;20.520,00;;0,000;;;Aperitivos;Aperitivos;;Vinos;;;0,000;0,000;;;0;0,000;;;
2036401;1;;5506           ;Alta-Yarí Criolla 2020;;Generica;;IVA 21%;$   ;4.500,00;;0,000;;;Vino Tinto;Criolla;;;Ley Seca S.A. - LEY SECA S.A. ;;859,501;1750,000;;;0;0,000;;;
2020501;1;;5512           ;Alta-Yari Gran Reserva Malbec;;Generica;;IVA 21%;$   ;15.200,00;;0,000;;;Generico;Generico;;;Ley Seca S.A. - LEY SECA S.A. ;;0,000;5250,000;;;0;0,000;;;
2020301;1;;5510           ;Alta-Yarí Gran Torrontes;;Generica;;IVA 21%;$   ;15.600,00;;0,000;;;Vino Blanco;Torrontes;;;Ley Seca S.A. - LEY SECA S.A. ;;1388,430;5250,000;;;0;0,000;;;
2014901;1;;5508           ;Alta-Yarí Reserva Cabernet Sauvignon;;Generica;;IVA 21%;$   ;8.100,01;;0,000;;;Vino Tinto;Cabernet Sauvignon;;;Ley Seca S.A. - LEY SECA S.A. ;;1983,471;2700,000;;;0;0,000;;;
2015001;1;;5509           ;Alta-Yarí Reserva Chardonnay;;Generica;;IVA 21%;$   ;8.100,01;;0,000;;;Vino Blanco;Chardonnay;;;Ley Seca S.A. - LEY SECA S.A. ;;0,000;2700,000;;;0;0,000;;;
2014801;1;;5507           ;Alta-Yarí Reserva Malbec;;Generica;;IVA 21%;$   ;8.100,01;;0,000;;;Vino Tinto;Malbec;;;Ley Seca S.A. - LEY SECA S.A. ;;958,678;2700,000;;;0;0,000;;;
2058601;1;;1723           ;Alta Magonilia Blend;;Generica;;IVA 21%;$   ;4.500,00;;0,000;;;Vino Tinto;Blend;;Vinos;Fecovita Coop. - Fecovita Coop. ;;1,000;0,000;;;0;0,000;;;
1218501;1;;3474           ;Alta Vista Alizarine Malbec;;Generica;;IVA 21%;$   ;69.000,00;;0,000;;;Vino Tinto;Malbec;;;La Casa del Rey S.A. - Lutecia S.A. ;;0,000;9000,000;;;0;0,000;;;
1289701;1;;AÑ3474         ;Alta Vista Alizarine Malbec 2012;;Generica;;IVA 21%;$   ;2.800,00;;0,000;;;Vino Tinto;Malbec;;;La Casa del Rey S.A. - Lutecia S.A. ;;0,000;1400,000;;;0;0,000;;;
1289801;1;;AÑ34741        ;Alta Vista Alizarine Malbec 2013;;Generica;;IVA 21%;$   ;2.100,00;;0,000;;;Vino Tinto;Malbec;;;La Casa del Rey S.A. - Lutecia S.A. ;;0,000;1050,000;;;0;0,000;;;
2013601;1;;3489           ;Alta Vista Atemporal Gran Elevage;;Generica;;IVA 21%;$   ;12.000,01;;0,000;;;Vino Espumoso;Extra Brut;;;Ley Seca S.A. - LEY SECA S.A. ;;0,000;6500,000;;;0;0,000;;;
1289301;1;;AÑ34071        ;Alta Vista Bonarda 2008;;Generica;;IVA 21%;$   ;2.300,00;;0,000;;;Vino Tinto;Bonarda;;;La Casa del Rey S.A. - Lutecia S.A. ;;0,000;1150,000;;;0;0,000;;;
1289401;1;;AÑ34072        ;Alta Vista Bonarda 2009;;Generica;;IVA 21%;$   ;1.900,00;;0,000;;;Vino Tinto;Bonarda;;;La Casa del Rey S.A. - Lutecia S.A. ;;0,000;850,000;;;0;0,000;;;
1289501;1;;AÑ34073        ;Alta Vista Bonarda 2013;;Generica;;IVA 21%;$   ;950,00;;0,000;;;Vino Tinto;Bonarda;;;La Casa del Rey S.A. - Lutecia S.A. ;;0,000;475,000;;;0;0,000;;;
2037301;1;;3408           ;Alta Vista Brut Malbec;;Generica;;IVA 21%;$   ;14.700,00;;0,000;;;Vino Espumoso;Brut;;;La Casa del Rey S.A. - Lutecia S.A. ;;1776,860;1800,000;;;0;0,000;;;
1251701;1;;3479           ;Alta Vista Brut Nature;;Generica;;IVA 21%;$   ;14.700,00;;0,000;;;Vino Espumoso;Extra Brut;;;La Casa del Rey S.A. - Lutecia S.A. ;;0,000;1500,000;;;0;0,000;;;
1289601;1;;AÑ3409         ;Alta Vista Cabernet Sauvignon 2014;;Generica;;IVA 21%;$   ;900,00;;0,000;;;Vino Tinto;Cabernet Sauvignon;;;La Casa del Rey S.A. - Lutecia S.A. ;;0,000;450,000;;;0;0,000;;;
2041901;1;;3401           ;Alta Vista Estate Premium Sauvignon Blanc;;Generica;;IVA 21%;$   ;15.800,00;;0,000;;;Vino Blanco;Sauvignon Blanc;;;La Casa del Rey S.A. - Lutecia S.A. ;;1446,281;1500,000;;;0;0,000;;;
2049301;1;;3499           ;Alta Vista Olympe Torrontés;;Generica;;IVA 21%;$   ;48.000,00;;0,000;;;Vino Blanco;Torrontes;;Vinos;La Casa del Rey S.A. - Lutecia S.A. ;;4338,843;6300,000;;;0;0,000;;;
1251801;1;;3480           ;Alta Vista Rosé Extra Brut;;Generica;;IVA 21%;$   ;14.700,00;;0,000;;;Vino Espumoso;Extra Brut;;;La Casa del Rey S.A. - Lutecia S.A. ;;1776,860;1500,000;;;0;0,000;;;
1289901;1;;AÑ3475         ;Alta Vista Serenade 2012;;Generica;;IVA 21%;$   ;3.300,00;;0,000;;;Vino Tinto;Malbec;;;La Casa del Rey S.A. - Lutecia S.A. ;;0,000;1650,000;;;0;0,000;;;
1218601;1;;3475           ;Alta Vista Serenade Malbec;;Generica;;IVA 21%;$   ;65.500,00;;0,000;;;Vino Tinto;Malbec;;;La Casa del Rey S.A. - Lutecia S.A. ;;0,000;7500,000;;;0;0,000;;;
1290101;1;;AÑ3464         ;Alta Vista Temis 2012;;Generica;;IVA 21%;$   ;3.300,00;;0,000;;;Vino Tinto;Malbec;;;;;0,000;1650,000;;;0;0,000;;;
3005;1;;3005           ;Altas Cumbres Maletin X 4;;Generica;;IVA 21%;$   ;400,00;;0,000;;;Vino Estuche;Estuche Vino;;;Lagarde S.A. - Lagarde S.A. ;;0,000;0,000;;;0;0,000;;;
1234601;1;;3024           ;Altas Cumbres Tetra;;Generica;;IVA 21%;$   ;660,01;;0,000;;;Vino Tinto;Malbec;;;Lagarde S.A. - Lagarde S.A. ;;0,000;0,000;;;0;0,000;;;
1230701;1;;150            ;Altocedro Cabernet Sauvignon;;Generica;;IVA 21%;$   ;569,99;;0,000;;;Vino Tinto;Cabernet Sauvignon;;;CANTINE S.R.L. - Altair S.A. ;;0,000;195,000;;;0;0,000;;;
1231101;1;;144            ;Altocedro Gran Reserva Malbec;;Generica;;IVA 21%;$   ;3.800,01;;0,000;;;Vino Tinto;Malbec;;;CANTINE S.R.L. - Altair S.A. ;;0,000;1900,000;;;0;0,000;;;
1273501;1;;151            ;Altocedro Pinot Noir;;Generica;;IVA 21%;$   ;3.300,00;;0,000;;;Vino Tinto;Pinot Noir;;;CANTINE S.R.L. - Altair S.A. ;;595,041;2000,000;;;0;0,000;;;
1177701;1;;7420           ;Altos de Tinogasta Oliva;;Generica;;IVA 21%;$   ;50,00;;0,000;;;Generico;Generico;;;Fideicomiso Altos de Tinogasta - ;;0,001;0,000;;;0;0,000;;;
2054001;1;;1002           ;Altus Extra Brut Gualtallary;;Generica;;IVA 21%;$   ;15.700,00;;0,000;;;Vino Espumoso;Extra Brut;;Vinos;Ñuke Mapu S.R.L. - Ñuke ;;2243,802;0,000;;;0;0,000;;;
2045201;1;;1001           ;Altus Grand Vin Gualtallary;;Generica;;IVA 21%;$   ;29.300,00;;0,000;;;Vino Tinto;Blend;;;Ñuke Mapu S.R.L. - Ñuke ;;4035,124;2300,000;;;0;0,000;;;
2045001;1;;999            ;Altus Malbec Gualtallary;;Generica;;IVA 21%;$   ;11.000,00;;0,000;;;Vino Tinto;Malbec;;;Ñuke Mapu S.R.L. - Ñuke ;;1130,165;0,000;;;0;0,000;;;
2050901;1;;998            ;Altus Merlot Gualtallary;;Generica;;IVA 21%;$   ;11.000,00;;0,000;;;Vino Tinto;Merlot;;Vinos;Ñuke Mapu S.R.L. - Ñuke ;;0,000;0,000;;;0;0,000;;;
2068001;1;;1004           ;Altus Reserva Malbec;;Generica;;IVA 21%;$   ;16.000,00;;0,000;;;Vino Tinto;Malbec;;Vinos;;;0,000;0,000;;;0;0,000;;;
2045101;1;;1000           ;Altus Reserva Merlot Gualtallary;;Generica;;IVA 21%;$   ;16.000,00;;0,000;;;Vino Tinto;Merlot;;;Ñuke Mapu S.R.L. - Ñuke ;;1661,157;1350,000;;;0;0,000;;;
1004;1;;1004           ;Amalaya Tinto 2009;;Generica;;IVA 21%;$   ;150,00;;0,000;;;Vino Tinto;Blend;;;Hess Family Latin America S.A. - Colome  ;;0,000;0,000;;;0;0,000;;;
1082301;1;;AMA            ;Amarula Gold;;Generica;;IVA 21%;$   ;3.000,00;;0,000;;;Licores;Licores;;;;;0,000;2000,000;;;0;0,000;;;
2082601;1;;1930           ;Amauta Dulce;;Generica;;IVA 21%;$   ;16.500,00;;0,000;;;Vino Tardio;Blend;;;;;0,000;0,000;;;0;0,000;;;
1148301;1;;1917           ;Amauta I Malbec Cabernet Syrah;;Generica;;IVA 21%;$   ;95,00;;0,000;;;Vino Tinto;Blend;;;Consultora Umami SRL - Umami ;;0,000;0,000;;;0;0,000;;;
1148401;1;;1918           ;Amauta Iv Malbec Tannat Petit;;Generica;;IVA 21%;$   ;95,00;;0,000;;;Vino Tinto;Blend;;;Consultora Umami SRL - Umami ;;0,000;0,000;;;0;0,000;;;
1277001;1;;12103          ;Ambicioso Malbec Los Maitenes;;Generica;;IVA 21%;$   ;4.199,99;;0,000;;;Vino Tinto;Malbec;;;Viñedos Los Maitenes S.A. - ;;412,395;1900,000;;;0;0,000;;;
1320701;1;;6607           ;Ambiguo Blanco de Malbec Maal;;Generica;;IVA 21%;$   ;3.000,00;;0,000;;;Vino Blanco;Blend;;;Maal S.A. - ;;0,000;1350,000;;;0;0,000;;;
1252601;1;;8815           ;Ambrosia Luna Llena;;Generica;;IVA 21%;$   ;614,99;;0,000;;;Vino Tinto;Malbec;;;Ambrosia de Tupungato S.A. - ;;200,413;308,000;;;0;0,000;;;
1131501;1;;992            ;Aniapa Grapa Cabernet Sauvignon;;Generica;;IVA 21%;$   ;270,00;;0,000;;;Destilados;Tequila;;;Consultora Umami SRL - Umami ;;0,000;0,000;;;0;0,000;;;
1131601;1;;993            ;Aniapa Grapa Malbec;;Generica;;IVA 21%;$   ;270,00;;0,000;;;Destilados;Tequila;;;Consultora Umami SRL - Umami ;;0,000;0,000;;;0;0,000;;;
1131401;1;;991            ;Aniapa Merlot;;Generica;;IVA 21%;$   ;270,00;;0,000;;;Destilados;Tequila;;;Consultora Umami SRL - Umami ;;0,000;0,000;;;0;0,000;;;
1288401;1;;AÑ120          ;Aniello 006 Malbec 2012;;Generica;;IVA 21%;$   ;995,00;;0,000;;;Vino Tinto;Malbec;;;Finca Agnello S.A. - Finca Agnello S.A. ;;0,000;598,000;;;0;0,000;;;
2013301;1;;161            ;Aniello Soil Pinot Noir;;Generica;;IVA 21%;$   ;5.250,00;;0,000;;;Vino Tinto;Pinot Noir;;;Finca Agnello S.A. - Finca Agnello S.A. ;;1239,667;2200,000;;;0;0,000;;;
1116201;1;;13             ;Anima Beata ;;Generica;;IVA 21%;$   ;4.500,00;;0,000;;;Destilados;Grappa;;;Loydis S.A. - Loydis S.A. ;;0,000;0,000;;;0;0,000;;;
1305;1;;1305           ;Animal;;Generica;;IVA 21%;$   ;70,00;;0,000;;;Vino Espumoso;Extra Brut;;;Nakbe S.A. - Ernesto Catena ;;0,000;0,000;;;0;0,000;;;
2053001;1;;1346           ;Animal Colours Blend Blanco;;Generica;;IVA 21%;$   ;11.500,00;;0,000;;;Vino Blanco;Blend;;Vinos;Nakbe S.A. - Ernesto Catena ;;3265,375;0,000;;;0;0,000;;;
2052901;1;;1345           ;Animal Colours Blend Tinto;;Generica;;IVA 21%;$   ;11.500,00;;0,000;;;Vino Tinto;Blend;;Vinos;Nakbe S.A. - Ernesto Catena ;;3355,300;0,000;;;0;0,000;;;
1195001;1;;10326          ;Antares Box;;Generica;;IVA 21%;$   ;350,00;;0,000;;;Cervezas;Nacionales;;;Fabian Lopez - ;;0,000;210,000;;;0;0,000;;;
2018301;1;;10341          ;Antares Catalina La Grande;;Generica;;IVA 21%;$   ;495,00;;0,000;;;Cervezas;Nacionales;;;Bouchee Bebidas S.R.L. - Bouchee ;;297,521;360,000;;;0;0,000;;;
1245701;1;;10328          ;Antares Duo Pack;;Generica;;IVA 21%;$   ;270,00;;0,000;;;Cervezas;Nacionales;;;Fabian Lopez - ;;148,763;180,000;;;0;0,000;;;
2018401;1;;10342          ;Antares El Centinela;;Generica;;IVA 21%;$   ;495,00;;0,000;;;Cervezas;Nacionales;;;Bouchee Bebidas S.R.L. - Bouchee ;;297,521;360,000;;;0;0,000;;;
2054301;1;;10343          ;Antares Ipa;;Generica;;IVA 21%;$   ;3.240,00;;0,000;;;Cervezas;Nacionales;;;;;0,000;1300,000;;;0;0,000;;;
2018201;1;;10340          ;Antares Lager;;Generica;;IVA 21%;$   ;2.300,00;;0,000;;;Cervezas;Nacionales;;;Bouchee Bebidas S.R.L. - Bouchee ;;133,884;148,500;;;0;0,000;;;
2052501;1;;8772           ;Antartica Vodka Andina;;Generica;;IVA 21%;$   ;27.800,00;;0,000;;;Destilados;Vodka;;;Ley Seca S.A. - LEY SECA S.A. ;;1772,727;2050,000;;;0;0,000;;;
2082301;1;;MR011          ;Antigal Aquí Malbec;;Generica;;IVA 21%;$   ;8.900,00;;0,000;;;Vino Tinto;Malbec;;Vinos;;;0,000;0,000;;;0;0,000;;;
1300201;1;;3483           ;Apalooza Malbec Alta Vista;;Generica;;IVA 21%;$   ;690,00;;0,000;;;Vino Tinto;Malbec;;;La Casa del Rey S.A. - Lutecia S.A. ;;196,694;345,000;;;0;0,000;;;
1259301;1;;10026          ;Aperol + Copa;;Generica;;IVA 21%;$   ;2.800,00;;0,000;;;Aperitivos;Aperitivos;;;Bouchee Bebidas S.R.L. - Bouchee ;;0,000;500,000;;;0;0,000;;;
1346201;1;;JOV01          ;Apostoles Ginger;;Generica;;IVA 21%;$   ;400,00;;0,000;;;Aperitivos;Aperitivos;;;;;0,000;287,000;;;0;0,000;;;
1346101;1;;JOV00          ;Apostoles Tonica ;;Generica;;IVA 21%;$   ;500,00;;0,000;;;Aperitivos;Aperitivos;;;Small Bach - Small Bach ;;0,000;287,000;;;0;0,000;;;
1176701;1;;851            ;Aprendiz Cabernet Franc;;Generica;;IVA 21%;$   ;175,00;;0,000;;;Vino Tinto;Cabernet Franc;;;;;0,000;90,000;;;0;0,000;;;
2034501;1;;1211           ;Argento Artesano Cabernet Franc Org. ;;Generica;;IVA 21%;$   ;6.250,00;;0,000;;;Vino Tinto;Cabernet Franc;;;Bouchee Bebidas S.R.L. - Bouchee ;;0,000;1000,000;;;0;0,000;;;
2045401;1;;1212           ;Argento Artesano Malbec Cab. Franc;;Generica;;IVA 21%;$   ;6.250,00;;0,000;;;Vino Tinto;Malbec;;;Grupo Avinea S.A. - Avinea ;;1547,106;1200,000;;;0;0,000;;;
2045301;1;;1210           ;Argento Artesano Malbec Orgánico;;Generica;;IVA 21%;$   ;11.000,00;;0,000;;;Vino Tinto;Malbec;;;Grupo Avinea S.A. - Avinea ;;1200,000;1200,000;;;0;0,000;;;
2033701;1;;1200           ;Argento Collection Malbec;;Generica;;IVA 21%;$   ;12.800,00;;0,000;;;Vino Tinto;Malbec;;;Bouchee Bebidas S.R.L. - Bouchee ;;0,000;1300,000;;;0;0,000;;;
2034701;1;;1209           ;Argento Collection Mb-Cf;;Generica;;IVA 21%;$   ;12.800,00;;0,000;;;Vino Tinto;Tinto;;;Grupo Avinea S.A. - Avinea ;;1893,132;1300,000;;;0;0,000;;;
2033901;1;;1207           ;Argento Malbec Single Block ;;Generica;;IVA 21%;$   ;45.000,00;;0,000;;;Vino Tinto;Malbec;;;Bouchee Bebidas S.R.L. - Bouchee ;;2500,000;5000,000;;;0;0,000;;;
2034601;1;;1208           ;Argento Pinot Gris;;Generica;;IVA 21%;$   ;4.390,00;;0,000;;;Vino Tinto;Pinot Noir;;;Grupo Avinea S.A. - Avinea ;;1225,091;750,000;;;0;0,000;;;
2054401;1;;1203           ;Argento Reserve Cabernet Franc;;Generica;;IVA 21%;$   ;9.599,99;;0,000;;;Vino Tinto;Cabernet Franc;;Vinos;Grupo Avinea S.A. - Avinea ;;1442,479;1500,000;;;0;0,000;;;
2050501;1;;1213           ;Argento Rosé;;Generica;;IVA 21%;$   ;4.390,00;;0,000;;;Vino Rosado;Blend;;Vinos;;;0,000;0,000;;;0;0,000;;;
2033501;1;;1204           ;Argento S. V. Cabernet Franc;;Generica;;IVA 21%;$   ;24.000,00;;0,000;;;Vino Tinto;Cabernet Franc;;;Bouchee Bebidas S.R.L. - Bouchee ;;0,000;3000,000;;;0;0,000;;;
2033601;1;;1205           ;Argento S. V. Malbec Altamira;;Generica;;IVA 21%;$   ;24.000,00;;0,000;;;Vino Tinto;Malbec;;;Grupo Avinea S.A. - Avinea ;;3471,075;3000,000;;;0;0,000;;;
2031201;1;;3203           ;Arnaldo B;;Generica;;IVA 21%;$   ;4.600,00;;0,000;;;Vino Tinto;Blend;;;Distribución y Profesionalismo S.A. - Distribuidora Integral ;;1447,500;2300,000;;;0;0,000;;;
1130001;1;;50120          ;Aroma Mani C/Choco;;Generica;;IVA 21%;$   ;16,00;;0,000;;;Generico;Generico;;;;;0,000;0,000;;;0;0,000;;;
1130101;1;;50121          ;Aroma Pasas C/Chocolate;;Generica;;IVA 21%;$   ;20,00;;0,000;;;Generico;Generico;;;;;0,000;0,000;;;0;0,000;;;
1260501;1;;4956           ;Asa Nisi Masa Bonarda;;Generica;;IVA 21%;$   ;490,00;;0,000;;;Vino Tinto;Bonarda;;;El Garage de Aldo S.R.L - El Garage de Aldo ;;0,000;295,000;;;0;0,000;;;
2060601;1;;BAT004         ;Atamisque Assemblage Atamisque;;Generica;;IVA 21%;$   ;52.895,00;;0,000;;;Vino Tinto;Blend;;;;;0,000;0,000;;;0;0,000;;;
